"ModName2","ModType","Set","MetricCount","MetricResult","Metric","Stratified","Unstratified","Metric2","ModTypeName"
"Strat H2O SC","RandomForest","Training",66,0.742424242424242,"Accuracy (PvNP)",TRUE,FALSE,"Accuracy (PvNP)","RandomForest Strat H2O SC"
"Strat H2O SC","Rpart","Testing",6,1,"Accuracy (EnotP)",TRUE,FALSE,"Accuracy (EnotP)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Training",23,0.869565217391304,"Accuracy (EnotP)",TRUE,FALSE,"Accuracy (EnotP)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Testing",10,0.4,"Accuracy (EvIdry)",TRUE,FALSE,"Accuracy (EvIdry)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Training",31,0.774193548387097,"Accuracy (EvIdry)",TRUE,FALSE,"Accuracy (EvIdry)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Testing",21,0.714285714285714,"Accuracy (EvNE)",TRUE,FALSE,"Accuracy (EvNE)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Training",66,0.878787878787879,"Accuracy (EvNE)",TRUE,FALSE,"Accuracy (EvNE)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Testing",21,0.714285714285714,"Accuracy (EvNE_SInm)",TRUE,FALSE,"Accuracy (EvNE_SInm)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Training",66,0.878787878787879,"Accuracy (EvNE_SInm)",TRUE,FALSE,"Accuracy (EvNE_SInm)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Testing",21,0.714285714285714,"Accuracy (EvNE_SIpnw)",TRUE,FALSE,"Accuracy (EvNE_SIpnw)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Training",66,0.878787878787879,"Accuracy (EvNE_SIpnw)",TRUE,FALSE,"Accuracy (EvNE_SIpnw)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Testing",5,1,"Accuracy (PnotE)",TRUE,FALSE,"Accuracy (PnotE)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Training",19,1,"Accuracy (PnotE)",TRUE,FALSE,"Accuracy (PnotE)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Testing",21,0.476190476190476,"Accuracy (PvIvE)",TRUE,FALSE,"Accuracy (PvIvE)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Training",66,0.742424242424242,"Accuracy (PvIvE)",TRUE,FALSE,"Accuracy (PvIvE)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Testing",11,0.545454545454545,"Accuracy (PvIwet)",TRUE,FALSE,"Accuracy (PvIwet)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Training",33,0.757575757575758,"Accuracy (PvIwet)",TRUE,FALSE,"Accuracy (PvIwet)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Testing",21,0.761904761904762,"Accuracy (PvNP)",TRUE,FALSE,"Accuracy (PvNP)","Rpart Strat H2O SC"
"Strat H2O SC","Rpart","Training",66,0.818181818181818,"Accuracy (PvNP)",TRUE,FALSE,"Accuracy (PvNP)","Rpart Strat H2O SC"
"Strat H2O SC","RpartScore","Testing",6,1,"Accuracy (EnotP)",TRUE,FALSE,"Accuracy (EnotP)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Training",23,1,"Accuracy (EnotP)",TRUE,FALSE,"Accuracy (EnotP)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Testing",10,0.4,"Accuracy (EvIdry)",TRUE,FALSE,"Accuracy (EvIdry)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Training",31,0.806451612903226,"Accuracy (EvIdry)",TRUE,FALSE,"Accuracy (EvIdry)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Testing",21,0.714285714285714,"Accuracy (EvNE)",TRUE,FALSE,"Accuracy (EvNE)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Training",66,0.893939393939394,"Accuracy (EvNE)",TRUE,FALSE,"Accuracy (EvNE)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Testing",21,0.666666666666667,"Accuracy (EvNE_SInm)",TRUE,FALSE,"Accuracy (EvNE_SInm)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Training",66,0.893939393939394,"Accuracy (EvNE_SInm)",TRUE,FALSE,"Accuracy (EvNE_SInm)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Testing",21,0.714285714285714,"Accuracy (EvNE_SIpnw)",TRUE,FALSE,"Accuracy (EvNE_SIpnw)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Training",66,0.893939393939394,"Accuracy (EvNE_SIpnw)",TRUE,FALSE,"Accuracy (EvNE_SIpnw)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Testing",5,1,"Accuracy (PnotE)",TRUE,FALSE,"Accuracy (PnotE)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Training",19,1,"Accuracy (PnotE)",TRUE,FALSE,"Accuracy (PnotE)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Testing",21,0.523809523809524,"Accuracy (PvIvE)",TRUE,FALSE,"Accuracy (PvIvE)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Training",66,0.727272727272727,"Accuracy (PvIvE)",TRUE,FALSE,"Accuracy (PvIvE)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Testing",11,0.636363636363636,"Accuracy (PvIwet)",TRUE,FALSE,"Accuracy (PvIwet)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Training",33,0.696969696969697,"Accuracy (PvIwet)",TRUE,FALSE,"Accuracy (PvIwet)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Testing",21,0.80952380952381,"Accuracy (PvNP)",TRUE,FALSE,"Accuracy (PvNP)","RpartScore Strat H2O SC"
"Strat H2O SC","RpartScore","Training",66,0.833333333333333,"Accuracy (PvNP)",TRUE,FALSE,"Accuracy (PvNP)","RpartScore Strat H2O SC"
"Strat SC","RandomForest","Testing",6,1,"Accuracy (EnotP)",TRUE,FALSE,"Accuracy (EnotP)","RandomForest Strat SC"
"Strat SC","RandomForest","Training",23,0.956521739130435,"Accuracy (EnotP)",TRUE,FALSE,"Accuracy (EnotP)","RandomForest Strat SC"
"Strat SC","RandomForest","Testing",8,0.625,"Accuracy (EvIdry)",TRUE,FALSE,"Accuracy (EvIdry)","RandomForest Strat SC"
"Strat SC","RandomForest","Training",33,0.575757575757576,"Accuracy (EvIdry)",TRUE,FALSE,"Accuracy (EvIdry)","RandomForest Strat SC"
"Strat SC","RandomForest","Testing",17,0.823529411764706,"Accuracy (EvNE)",TRUE,FALSE,"Accuracy (EvNE)","RandomForest Strat SC"
"Strat SC","RandomForest","Training",70,0.771428571428571,"Accuracy (EvNE)",TRUE,FALSE,"Accuracy (EvNE)","RandomForest Strat SC"
"Strat SC","RandomForest","Testing",17,0.823529411764706,"Accuracy (EvNE_SInm)",TRUE,FALSE,"Accuracy (EvNE_SInm)","RandomForest Strat SC"
"Strat SC","RandomForest","Training",70,0.771428571428571,"Accuracy (EvNE_SInm)",TRUE,FALSE,"Accuracy (EvNE_SInm)","RandomForest Strat SC"
"Strat SC","RandomForest","Testing",17,0.823529411764706,"Accuracy (EvNE_SIpnw)",TRUE,FALSE,"Accuracy (EvNE_SIpnw)","RandomForest Strat SC"
"Strat SC","RandomForest","Training",70,0.757142857142857,"Accuracy (EvNE_SIpnw)",TRUE,FALSE,"Accuracy (EvNE_SIpnw)","RandomForest Strat SC"
"Strat SC","RandomForest","Testing",6,1,"Accuracy (PnotE)",TRUE,FALSE,"Accuracy (PnotE)","RandomForest Strat SC"
"Strat SC","RandomForest","Training",18,0.944444444444444,"Accuracy (PnotE)",TRUE,FALSE,"Accuracy (PnotE)","RandomForest Strat SC"
"Strat SC","RandomForest","Testing",17,0.647058823529412,"Accuracy (PvIvE)",TRUE,FALSE,"Accuracy (PvIvE)","RandomForest Strat SC"
"Strat SC","RandomForest","Training",70,0.557142857142857,"Accuracy (PvIvE)",TRUE,FALSE,"Accuracy (PvIvE)","RandomForest Strat SC"
"Strat SC","RandomForest","Testing",8,0.625,"Accuracy (PvIwet)",TRUE,FALSE,"Accuracy (PvIwet)","RandomForest Strat SC"
"Strat SC","RandomForest","Training",36,0.527777777777778,"Accuracy (PvIwet)",TRUE,FALSE,"Accuracy (PvIwet)","RandomForest Strat SC"
"Strat SC","RandomForest","Testing",17,0.823529411764706,"Accuracy (PvNP)",TRUE,FALSE,"Accuracy (PvNP)","RandomForest Strat SC"
"Strat SC","RandomForest","Training",70,0.757142857142857,"Accuracy (PvNP)",TRUE,FALSE,"Accuracy (PvNP)","RandomForest Strat SC"
"Strat SC","Rpart","Testing",6,1,"Accuracy (EnotP)",TRUE,FALSE,"Accuracy (EnotP)","Rpart Strat SC"
"Strat SC","Rpart","Training",23,1,"Accuracy (EnotP)",TRUE,FALSE,"Accuracy (EnotP)","Rpart Strat SC"
"Strat SC","Rpart","Testing",8,0.625,"Accuracy (EvIdry)",TRUE,FALSE,"Accuracy (EvIdry)","Rpart Strat SC"
"Strat SC","Rpart","Training",33,0.696969696969697,"Accuracy (EvIdry)",TRUE,FALSE,"Accuracy (EvIdry)","Rpart Strat SC"
"Strat SC","Rpart","Testing",17,0.823529411764706,"Accuracy (EvNE)",TRUE,FALSE,"Accuracy (EvNE)","Rpart Strat SC"
"Strat SC","Rpart","Training",70,0.842857142857143,"Accuracy (EvNE)",TRUE,FALSE,"Accuracy (EvNE)","Rpart Strat SC"
"Strat SC","Rpart","Testing",17,0.823529411764706,"Accuracy (EvNE_SInm)",TRUE,FALSE,"Accuracy (EvNE_SInm)","Rpart Strat SC"
"Strat SC","Rpart","Training",70,0.842857142857143,"Accuracy (EvNE_SInm)",TRUE,FALSE,"Accuracy (EvNE_SInm)","Rpart Strat SC"
"Strat SC","Rpart","Testing",17,0.823529411764706,"Accuracy (EvNE_SIpnw)",TRUE,FALSE,"Accuracy (EvNE_SIpnw)","Rpart Strat SC"
"Strat SC","Rpart","Training",70,0.828571428571429,"Accuracy (EvNE_SIpnw)",TRUE,FALSE,"Accuracy (EvNE_SIpnw)","Rpart Strat SC"
"Strat SC","Rpart","Testing",6,1,"Accuracy (PnotE)",TRUE,FALSE,"Accuracy (PnotE)","Rpart Strat SC"
"Strat SC","Rpart","Training",18,1,"Accuracy (PnotE)",TRUE,FALSE,"Accuracy (PnotE)","Rpart Strat SC"
"Strat SC","Rpart","Testing",17,0.647058823529412,"Accuracy (PvIvE)",TRUE,FALSE,"Accuracy (PvIvE)","Rpart Strat SC"
"Strat SC","Rpart","Training",70,0.714285714285714,"Accuracy (PvIvE)",TRUE,FALSE,"Accuracy (PvIvE)","Rpart Strat SC"
"Strat SC","Rpart","Testing",8,0.625,"Accuracy (PvIwet)",TRUE,FALSE,"Accuracy (PvIwet)","Rpart Strat SC"
"Strat SC","Rpart","Training",36,0.75,"Accuracy (PvIwet)",TRUE,FALSE,"Accuracy (PvIwet)","Rpart Strat SC"
"Strat SC","Rpart","Testing",17,0.823529411764706,"Accuracy (PvNP)",TRUE,FALSE,"Accuracy (PvNP)","Rpart Strat SC"
"Strat SC","Rpart","Training",70,0.871428571428571,"Accuracy (PvNP)",TRUE,FALSE,"Accuracy (PvNP)","Rpart Strat SC"
"Strat SC","RpartScore","Testing",6,1,"Accuracy (EnotP)",TRUE,FALSE,"Accuracy (EnotP)","RpartScore Strat SC"
"Strat SC","RpartScore","Training",23,1,"Accuracy (EnotP)",TRUE,FALSE,"Accuracy (EnotP)","RpartScore Strat SC"
"Strat SC","RpartScore","Testing",8,0.625,"Accuracy (EvIdry)",TRUE,FALSE,"Accuracy (EvIdry)","RpartScore Strat SC"
"Strat SC","RpartScore","Training",33,0.727272727272727,"Accuracy (EvIdry)",TRUE,FALSE,"Accuracy (EvIdry)","RpartScore Strat SC"
"Strat SC","RpartScore","Testing",17,0.823529411764706,"Accuracy (EvNE)",TRUE,FALSE,"Accuracy (EvNE)","RpartScore Strat SC"
"Strat SC","RpartScore","Training",70,0.857142857142857,"Accuracy (EvNE)",TRUE,FALSE,"Accuracy (EvNE)","RpartScore Strat SC"
"Strat SC","RpartScore","Testing",17,0.823529411764706,"Accuracy (EvNE_SInm)",TRUE,FALSE,"Accuracy (EvNE_SInm)","RpartScore Strat SC"
"Strat SC","RpartScore","Training",70,0.857142857142857,"Accuracy (EvNE_SInm)",TRUE,FALSE,"Accuracy (EvNE_SInm)","RpartScore Strat SC"
"Strat SC","RpartScore","Testing",17,0.823529411764706,"Accuracy (EvNE_SIpnw)",TRUE,FALSE,"Accuracy (EvNE_SIpnw)","RpartScore Strat SC"
"Strat SC","RpartScore","Training",70,0.842857142857143,"Accuracy (EvNE_SIpnw)",TRUE,FALSE,"Accuracy (EvNE_SIpnw)","RpartScore Strat SC"
"Strat SC","RpartScore","Testing",6,1,"Accuracy (PnotE)",TRUE,FALSE,"Accuracy (PnotE)","RpartScore Strat SC"
"Strat SC","RpartScore","Training",18,1,"Accuracy (PnotE)",TRUE,FALSE,"Accuracy (PnotE)","RpartScore Strat SC"
"Strat SC","RpartScore","Testing",17,0.647058823529412,"Accuracy (PvIvE)",TRUE,FALSE,"Accuracy (PvIvE)","RpartScore Strat SC"
"Strat SC","RpartScore","Training",70,0.757142857142857,"Accuracy (PvIvE)",TRUE,FALSE,"Accuracy (PvIvE)","RpartScore Strat SC"
"Strat SC","RpartScore","Testing",8,0.625,"Accuracy (PvIwet)",TRUE,FALSE,"Accuracy (PvIwet)","RpartScore Strat SC"
"Strat SC","RpartScore","Training",36,0.805555555555556,"Accuracy (PvIwet)",TRUE,FALSE,"Accuracy (PvIwet)","RpartScore Strat SC"
"Strat SC","RpartScore","Testing",17,0.823529411764706,"Accuracy (PvNP)",TRUE,FALSE,"Accuracy (PvNP)","RpartScore Strat SC"
"Strat SC","RpartScore","Training",70,0.9,"Accuracy (PvNP)",TRUE,FALSE,"Accuracy (PvNP)","RpartScore Strat SC"
"Unstrat","RandomForest","Testing",5,0.8,"Accuracy (EnotP)",FALSE,TRUE,"Accuracy (EnotP)","RandomForest Unstrat"
"Unstrat","RandomForest","Training",25,0.96,"Accuracy (EnotP)",FALSE,TRUE,"Accuracy (EnotP)","RandomForest Unstrat"
"Unstrat","RandomForest","Testing",13,0.384615384615385,"Accuracy (EvIdry)",FALSE,TRUE,"Accuracy (EvIdry)","RandomForest Unstrat"
"Unstrat","RandomForest","Training",29,0.758620689655172,"Accuracy (EvIdry)",FALSE,TRUE,"Accuracy (EvIdry)","RandomForest Unstrat"
"Unstrat","RandomForest","Testing",17,0.647058823529412,"Accuracy (EvNE)",FALSE,TRUE,"Accuracy (EvNE)","RandomForest Unstrat"
"Unstrat","RandomForest","Training",72,0.847222222222222,"Accuracy (EvNE)",FALSE,TRUE,"Accuracy (EvNE)","RandomForest Unstrat"
"Unstrat","RandomForest","Testing",17,0.647058823529412,"Accuracy (EvNE_SInm)",FALSE,TRUE,"Accuracy (EvNE_SInm)","RandomForest Unstrat"
"Unstrat","RandomForest","Training",72,0.861111111111111,"Accuracy (EvNE_SInm)",FALSE,TRUE,"Accuracy (EvNE_SInm)","RandomForest Unstrat"
"Unstrat","RandomForest","Testing",17,0.647058823529412,"Accuracy (EvNE_SIpnw)",FALSE,TRUE,"Accuracy (EvNE_SIpnw)","RandomForest Unstrat"
"Unstrat","RandomForest","Training",72,0.847222222222222,"Accuracy (EvNE_SIpnw)",FALSE,TRUE,"Accuracy (EvNE_SIpnw)","RandomForest Unstrat"
"Unstrat","RandomForest","Testing",3,1,"Accuracy (PnotE)",FALSE,TRUE,"Accuracy (PnotE)","RandomForest Unstrat"
"Unstrat","RandomForest","Training",22,1,"Accuracy (PnotE)",FALSE,TRUE,"Accuracy (PnotE)","RandomForest Unstrat"
"Unstrat","RandomForest","Testing",17,0.352941176470588,"Accuracy (PvIvE)",FALSE,TRUE,"Accuracy (PvIvE)","RandomForest Unstrat"
"Unstrat","RandomForest","Training",72,0.638888888888889,"Accuracy (PvIvE)",FALSE,TRUE,"Accuracy (PvIvE)","RandomForest Unstrat"
"Unstrat","RandomForest","Testing",4,0.25,"Accuracy (PvIwet)",FALSE,TRUE,"Accuracy (PvIwet)","RandomForest Unstrat"
"Unstrat","RandomForest","Training",41,0.560975609756098,"Accuracy (PvIwet)",FALSE,TRUE,"Accuracy (PvIwet)","RandomForest Unstrat"
"Unstrat","RandomForest","Testing",17,0.647058823529412,"Accuracy (PvNP)",FALSE,TRUE,"Accuracy (PvNP)","RandomForest Unstrat"
"Unstrat","RandomForest","Training",72,0.777777777777778,"Accuracy (PvNP)",FALSE,TRUE,"Accuracy (PvNP)","RandomForest Unstrat"
"Unstrat","Rpart","Testing",5,1,"Accuracy (EnotP)",FALSE,TRUE,"Accuracy (EnotP)","Rpart Unstrat"
"Unstrat","Rpart","Training",25,1,"Accuracy (EnotP)",FALSE,TRUE,"Accuracy (EnotP)","Rpart Unstrat"
"Unstrat","Rpart","Testing",13,0.461538461538462,"Accuracy (EvIdry)",FALSE,TRUE,"Accuracy (EvIdry)","Rpart Unstrat"
"Unstrat","Rpart","Training",29,0.793103448275862,"Accuracy (EvIdry)",FALSE,TRUE,"Accuracy (EvIdry)","Rpart Unstrat"
"Unstrat","Rpart","Testing",17,0.647058823529412,"Accuracy (EvNE)",FALSE,TRUE,"Accuracy (EvNE)","Rpart Unstrat"
"Unstrat","Rpart","Training",72,0.861111111111111,"Accuracy (EvNE)",FALSE,TRUE,"Accuracy (EvNE)","Rpart Unstrat"
"Unstrat","Rpart","Testing",17,0.647058823529412,"Accuracy (EvNE_SInm)",FALSE,TRUE,"Accuracy (EvNE_SInm)","Rpart Unstrat"
"Unstrat","Rpart","Training",72,0.861111111111111,"Accuracy (EvNE_SInm)",FALSE,TRUE,"Accuracy (EvNE_SInm)","Rpart Unstrat"
"Unstrat","Rpart","Testing",17,0.647058823529412,"Accuracy (EvNE_SIpnw)",FALSE,TRUE,"Accuracy (EvNE_SIpnw)","Rpart Unstrat"
"Unstrat","Rpart","Training",72,0.847222222222222,"Accuracy (EvNE_SIpnw)",FALSE,TRUE,"Accuracy (EvNE_SIpnw)","Rpart Unstrat"
"Unstrat","Rpart","Testing",3,1,"Accuracy (PnotE)",FALSE,TRUE,"Accuracy (PnotE)","Rpart Unstrat"
"Unstrat","Rpart","Training",22,0.954545454545455,"Accuracy (PnotE)",FALSE,TRUE,"Accuracy (PnotE)","Rpart Unstrat"
"Unstrat","Rpart","Testing",17,0.411764705882353,"Accuracy (PvIvE)",FALSE,TRUE,"Accuracy (PvIvE)","Rpart Unstrat"
"Unstrat","Rpart","Training",72,0.763888888888889,"Accuracy (PvIvE)",FALSE,TRUE,"Accuracy (PvIvE)","Rpart Unstrat"
"Unstrat","Rpart","Testing",4,0.25,"Accuracy (PvIwet)",FALSE,TRUE,"Accuracy (PvIwet)","Rpart Unstrat"
"Unstrat","Rpart","Training",41,0.75609756097561,"Accuracy (PvIwet)",FALSE,TRUE,"Accuracy (PvIwet)","Rpart Unstrat"
"Unstrat","Rpart","Testing",17,0.764705882352941,"Accuracy (PvNP)",FALSE,TRUE,"Accuracy (PvNP)","Rpart Unstrat"
"Unstrat","Rpart","Training",72,0.888888888888889,"Accuracy (PvNP)",FALSE,TRUE,"Accuracy (PvNP)","Rpart Unstrat"
"Unstrat","RpartScore","Testing",5,1,"Accuracy (EnotP)",FALSE,TRUE,"Accuracy (EnotP)","RpartScore Unstrat"
"Unstrat","RpartScore","Training",25,1,"Accuracy (EnotP)",FALSE,TRUE,"Accuracy (EnotP)","RpartScore Unstrat"
"Unstrat","RpartScore","Testing",13,0.461538461538462,"Accuracy (EvIdry)",FALSE,TRUE,"Accuracy (EvIdry)","RpartScore Unstrat"
"Unstrat","RpartScore","Training",29,0.793103448275862,"Accuracy (EvIdry)",FALSE,TRUE,"Accuracy (EvIdry)","RpartScore Unstrat"
"Unstrat","RpartScore","Testing",17,0.647058823529412,"Accuracy (EvNE)",FALSE,TRUE,"Accuracy (EvNE)","RpartScore Unstrat"
"Unstrat","RpartScore","Training",72,0.861111111111111,"Accuracy (EvNE)",FALSE,TRUE,"Accuracy (EvNE)","RpartScore Unstrat"
"Unstrat","RpartScore","Testing",17,0.647058823529412,"Accuracy (EvNE_SInm)",FALSE,TRUE,"Accuracy (EvNE_SInm)","RpartScore Unstrat"
"Unstrat","RpartScore","Training",72,0.861111111111111,"Accuracy (EvNE_SInm)",FALSE,TRUE,"Accuracy (EvNE_SInm)","RpartScore Unstrat"
"Unstrat","RpartScore","Testing",17,0.647058823529412,"Accuracy (EvNE_SIpnw)",FALSE,TRUE,"Accuracy (EvNE_SIpnw)","RpartScore Unstrat"
"Unstrat","RpartScore","Training",72,0.847222222222222,"Accuracy (EvNE_SIpnw)",FALSE,TRUE,"Accuracy (EvNE_SIpnw)","RpartScore Unstrat"
"Unstrat","RpartScore","Testing",3,1,"Accuracy (PnotE)",FALSE,TRUE,"Accuracy (PnotE)","RpartScore Unstrat"
"Unstrat","RpartScore","Training",22,0.954545454545455,"Accuracy (PnotE)",FALSE,TRUE,"Accuracy (PnotE)","RpartScore Unstrat"
"Unstrat","RpartScore","Testing",17,0.411764705882353,"Accuracy (PvIvE)",FALSE,TRUE,"Accuracy (PvIvE)","RpartScore Unstrat"
"Unstrat","RpartScore","Training",72,0.763888888888889,"Accuracy (PvIvE)",FALSE,TRUE,"Accuracy (PvIvE)","RpartScore Unstrat"
"Unstrat","RpartScore","Testing",4,0.25,"Accuracy (PvIwet)",FALSE,TRUE,"Accuracy (PvIwet)","RpartScore Unstrat"
"Unstrat","RpartScore","Training",41,0.75609756097561,"Accuracy (PvIwet)",FALSE,TRUE,"Accuracy (PvIwet)","RpartScore Unstrat"
"Unstrat","RpartScore","Testing",17,0.764705882352941,"Accuracy (PvNP)",FALSE,TRUE,"Accuracy (PvNP)","RpartScore Unstrat"
"Unstrat","RpartScore","Training",72,0.888888888888889,"Accuracy (PvNP)",FALSE,TRUE,"Accuracy (PvNP)","RpartScore Unstrat"
"Unstrat H2O","RandomForest","Testing",6,1,"Accuracy (EnotP)",FALSE,TRUE,"Accuracy (EnotP)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Training",24,0.958333333333333,"Accuracy (EnotP)",FALSE,TRUE,"Accuracy (EnotP)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Testing",10,0.6,"Accuracy (EvIdry)",FALSE,TRUE,"Accuracy (EvIdry)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Training",32,0.6875,"Accuracy (EvIdry)",FALSE,TRUE,"Accuracy (EvIdry)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Testing",17,0.764705882352941,"Accuracy (EvNE)",FALSE,TRUE,"Accuracy (EvNE)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Training",72,0.847222222222222,"Accuracy (EvNE)",FALSE,TRUE,"Accuracy (EvNE)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Testing",17,0.823529411764706,"Accuracy (EvNE_SInm)",FALSE,TRUE,"Accuracy (EvNE_SInm)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Training",72,0.847222222222222,"Accuracy (EvNE_SInm)",FALSE,TRUE,"Accuracy (EvNE_SInm)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Testing",17,0.764705882352941,"Accuracy (EvNE_SIpnw)",FALSE,TRUE,"Accuracy (EvNE_SIpnw)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Training",72,0.847222222222222,"Accuracy (EvNE_SIpnw)",FALSE,TRUE,"Accuracy (EvNE_SIpnw)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Testing",2,1,"Accuracy (PnotE)",FALSE,TRUE,"Accuracy (PnotE)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Training",23,1,"Accuracy (PnotE)",FALSE,TRUE,"Accuracy (PnotE)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Testing",17,0.470588235294118,"Accuracy (PvIvE)",FALSE,TRUE,"Accuracy (PvIvE)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Training",72,0.638888888888889,"Accuracy (PvIvE)",FALSE,TRUE,"Accuracy (PvIvE)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Testing",7,0.285714285714286,"Accuracy (PvIwet)",FALSE,TRUE,"Accuracy (PvIwet)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Training",38,0.631578947368421,"Accuracy (PvIwet)",FALSE,TRUE,"Accuracy (PvIwet)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Testing",17,0.705882352941177,"Accuracy (PvNP)",FALSE,TRUE,"Accuracy (PvNP)","RandomForest Unstrat H2O"
"Unstrat H2O","RandomForest","Training",72,0.777777777777778,"Accuracy (PvNP)",FALSE,TRUE,"Accuracy (PvNP)","RandomForest Unstrat H2O"
"Unstrat H2O","Rpart","Testing",6,1,"Accuracy (EnotP)",FALSE,TRUE,"Accuracy (EnotP)","Rpart Unstrat H2O"
"Unstrat H2O","Rpart","Training",24,0.958333333333333,"Accuracy (EnotP)",FALSE,TRUE,"Accuracy (EnotP)","Rpart Unstrat H2O"
"Unstrat H2O","Rpart","Testing",10,0.6,"Accuracy (EvIdry)",FALSE,TRUE,"Accuracy (EvIdry)","Rpart Unstrat H2O"
"Unstrat H2O","Rpart","Training",32,0.8125,"Accuracy (EvIdry)",FALSE,TRUE,"Accuracy (EvIdry)","Rpart Unstrat H2O"
"Unstrat H2O","Rpart","Testing",17,0.764705882352941,"Accuracy (EvNE)",FALSE,TRUE,"Accuracy (EvNE)","Rpart Unstrat H2O"
"Unstrat H2O","Rpart","Training",72,0.902777777777778,"Accuracy (EvNE)",FALSE,TRUE,"Accuracy (EvNE)","Rpart Unstrat H2O"
